learner_seed,mechanism,source_seed,source_index,step,controller_latency_ms,intervened,rejected,infeasible,action_correction,reward,normalized_state_margin,physical_violation,actuator_saturated,action_interface_error
2040,clean_reinforce_snapshot,5050,0,0,0.0643,False,False,False,0.0,-0.04848507948819781,-0.34845918191969333,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,1,0.031027,False,False,False,0.0,-0.014034423734838214,-0.42292144276064314,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,2,0.027862,False,False,False,0.0,-0.02071445318748899,-0.40383212691251497,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,3,0.027592,False,False,False,0.0,-0.013364622610785236,-0.4255372844903659,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,4,0.027491,False,False,False,0.0,-0.012853736105260692,-0.4275295731385919,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,5,0.027261,False,False,False,0.0,-0.010277036743723359,-0.4373062481716758,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,6,0.027141,False,False,False,0.0,-0.009081735385935054,-0.44253570727796365,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,7,0.027001,False,False,False,0.0,-0.007750776844854493,-0.4488963882943227,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,8,0.02677,False,False,False,0.0,-0.006815459862169381,-0.45390716976420087,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,9,0.027631,False,False,False,0.0,-0.005991777748582318,-0.4587714270440823,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,10,0.026851,False,False,False,0.0,-0.005340713541725028,-0.4630169990796843,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,11,0.02692,False,False,False,0.0,-0.0047938135281697615,-0.46692329719867,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,12,0.033433,False,False,False,0.0,-0.004343816506223941,-0.4704231434082145,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,13,0.027542,False,False,False,0.0,-0.003965605119813177,-0.47360059963810414,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,14,0.027752,False,False,False,0.0,-0.0036469187558677055,-0.47646608633256493,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,15,0.02681,False,False,False,0.0,-0.003374818995275096,-0.47905871705289244,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,16,0.027181,False,False,False,0.0,-0.0031402836804035263,-0.48140039909700205,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,17,0.027161,False,False,False,0.0,-0.0029356350097937364,-0.483517027157135,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,18,0.02708,False,False,False,0.0,-0.002754999189633785,-0.4846350363361621,False,False,0.0
2040,clean_reinforce_snapshot,5050,0,19,0.02682,False,False,False,0.0,-0.0025936540405371157,-0.48477425790716605,False,False,0.0
2040,clean_reinforce_snapshot,5050,7,0,0.056276,False,False,False,0.0,-0.04061966804340591,-0.41628406812922125,False,False,0.0
2040,clean_reinforce_snapshot,5050,7,1,0.029095,False,False,False,0.0,-0.028318944290309105,-0.4322879670388167,False,False,0.0
2040,clean_reinforce_snapshot,5050,7,2,0.027772,False,False,False,0.0,-0.029727797963949414,-0.43362245393541443,False,False,0.0
2040,clean_reinforce_snapshot,5050,7,3,0.027451,False,False,False,0.0,-0.02662456604573364,-0.43492935825854545,False,False,0.0
2040,clean_reinforce_snapshot,5050,7,4,0.027442,False,False,False,0.0,-0.025765216931495936,-0.4362107640697255,False,False,0.0
2040,clean_reinforce_snapshot,5050,7,5,0.029595,False,False,False,0.0,-0.02430083396802036,-0.4374661160962225,False,False,0.0
2040,clean_reinforce_snapshot,5050,7,6,0.029084,False,False,False,0.0,-0.023291568910808587,-0.43869645326148893,False,False,0.0
2040,clean_reinforce_snapshot,5050,7,7,0.029395,False,False,False,0.0,-0.02227783655775788,-0.4399020983828687,False,False,0.0
2040,clean_reinforce_snapshot,5050,7,8,0.028794,False,False,False,0.0,-0.02140961684811743,-0.4410836791712428,False,False,0.0
2040,clean_reinforce_snapshot,5050,7,9,0.028955,False,False,False,0.0,-0.02060419628690375,-0.4422416645559193,False,False,0.0
2040,clean_reinforce_snapshot,5050,7,10,0.028794,False,False,False,0.0,-0.01987422091634945,-0.44337657540195147,False,False,0.0
