learner_seed,mechanism,batch,step,feature_gain_coordinate,feature_bias_coordinate,exploration_noise,true_reward,logged_reward,reward_delta,done
2070,clean,0,0,-0.9249999999999999,1.0,-1.2037601837374432,-5.397251716144983,-5.397251716144983,0.0,0.0
2070,clean,0,1,-0.9579617974322836,1.0,-0.08248705722979371,-5.888655463318784,-5.888655463318784,0.0,0.0
2070,clean,0,2,-0.899357697103257,1.0,0.02177832391826723,-3.4805848617409523,-3.4805848617409523,0.0,0.0
2070,clean,0,3,-0.7681452310397239,1.0,0.7563747556751329,-2.0414361472936733,-2.0414361472936733,0.0,0.0
2070,clean,0,4,-0.6011234130437823,1.0,-1.1055816931428437,-2.3135543293382272,-2.3135543293382272,0.0,0.0
2070,clean,0,5,-0.4136621879434686,1.0,0.7906330295171634,-1.7466013011429615,-1.7466013011429615,0.0,0.0
2070,clean,0,6,-0.22489804533950886,1.0,-0.6021182768394481,-1.677979194386473,-1.677979194386473,0.0,0.0
2070,clean,0,7,-0.046869995187596686,1.0,0.9335823285574695,-1.813152212747358,-1.813152212747358,0.0,0.0
2070,clean,1,0,0.11258225762345236,1.0,0.23557333000077207,-1.4621459462237494,-1.4621459462237494,0.0,0.0
2070,clean,1,1,0.24335093128357096,1.0,0.9926814991010273,-1.506807344335321,-1.506807344335321,0.0,0.0
2070,clean,1,2,0.3456300663558509,1.0,-1.0526940596040795,-0.9056884388234437,-0.9056884388234437,0.0,0.0
2070,clean,1,3,0.43131878116702305,1.0,-0.054872169361261436,-1.036661205852825,-1.036661205852825,0.0,0.0
2070,clean,1,4,0.507876335362267,1.0,-0.47480493801338475,-0.8409924052204865,-0.8409924052204865,0.0,0.0
2070,clean,1,5,0.5717225867421012,1.0,0.621986821648123,-1.1062873735679382,-1.1062873735679382,0.0,0.0
2070,clean,1,6,0.6184018875229916,1.0,-2.3283610704318805,-0.5285847364339273,-0.5285847364339273,0.0,0.0
2070,clean,1,7,0.6614550385728712,1.0,0.18680145899323547,-1.1874939432125375,-1.1874939432125375,0.0,0.0
2070,clean,2,0,0.6980118357549895,1.0,-0.5147746372612249,-0.472993245952392,-0.472993245952392,0.0,0.0
2070,clean,2,1,0.721252906665005,1.0,-0.7699628845256122,-0.5207007757461644,-0.5207007757461644,0.0,0.0
2070,clean,2,2,0.7429276073766616,1.0,-0.6173248147440636,-0.48626490254535737,-0.48626490254535737,0.0,0.0
2070,clean,2,3,0.7607704967050181,1.0,0.3430666857798242,-0.8394223094517477,-0.8394223094517477,0.0,0.0
2070,clean,2,4,0.766354494088718,1.0,0.09811629770513298,-0.5127497582293415,-0.5127497582293415,0.0,0.0
2070,clean,2,5,0.75729638842729,1.0,-0.3735287433616462,-0.38492763089327,-0.38492763089327,0.0,0.0
2070,clean,2,6,0.7419584462100194,1.0,-0.4540745332608996,-0.37404714118547433,-0.37404714118547433,0.0,0.0
2070,clean,2,7,0.7227640252884465,1.0,0.07283894684692897,-0.4819414925988205,-0.4819414925988205,0.0,0.0
2070,clean,3,0,0.6962529747969671,1.0,-0.5016707646376845,-0.2782831469110092,-0.2782831469110092,0.0,0.0
