learner_seed,batch,feasible_permutations,feasible_nonidentity_permutations,selected_global_permutation_index,selected_permutation,selected_moved_positions,selected_changed_values,maximum_reward_edit,multiset_max_error,reward_sum_error,reward_mean_error,reward_variance_error,reward_min_error,reward_max_error,positive_count_difference,current_target_distance,identity_next_target_distance,selected_next_target_distance,improvement_over_identity,selected_raw_gradient_w0,selected_raw_gradient_w1,selected_applied_gradient_w0,selected_applied_gradient_w1,selected_next_gain,selected_next_bias,selection_latency_ms,exact_first_argmin,learner_raw_gradient_error,learner_applied_gradient_error,learner_next_parameter_error,all_invariants_pass
2070,0,218,217,10806,2;1;0;3;5;4;6;7,4,4,1.9166668544040308,0.0,0.0,0.0,0.0,0.0,0.0,0,5.530068165806043,5.613711129071322,5.579396133846998,0.034314995224323575,-0.37910599377981175,0.5598157570434074,-0.37910599377981175,0.5598157570434074,-1.8955299688990586,0.5598157570434074,9.229867719113827,True,1.2412670766236366e-16,1.2412670766236366e-16,2.482534153247273e-16,True
2070,1,771,770,16063,3;1;2;7;4;0;6;5,4,4,0.4254847403709243,0.0,0.0,0.0,0.0,0.0,0.0,0,5.579396133846998,5.041918651829228,5.0342617898623905,0.007656861966837347,-0.30126102658261916,-0.6339977267169015,-0.30126102658261916,-0.6339977267169015,-3.401835101812154,-0.07418196967349422,6.952516734600067,True,1.2412670766236366e-16,1.2412670766236366e-16,4.577566798522237e-16,True
2070,2,771,770,360,0;1;5;2;3;4;6;7,4,4,0.3529411006889141,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0,5.034261789862391,5.17900823424401,5.150134657558198,0.02887357668581192,0.14958841331371858,0.216069525287184,0.14958841331371858,0.216069525287184,-2.653893035243562,0.1418875556136899,7.238203659653664,True,1.3877787807814457e-16,1.3877787807814457e-16,8.326672684688674e-17,True
2070,3,771,770,4497,0;7;2;4;3;5;6;1,4,4,0.16965859811266998,0.0,0.0,0.0,0.0,0.0,0.0,0,5.150134657558198,5.116482556964883,5.0967099250238626,0.01977263194102008,-0.06359601311921916,-0.08173139568219316,-0.06359601311921916,-0.08173139568219316,-2.9718731008396575,0.06015615993149666,6.924825720489025,True,2.1677797545656835e-16,2.1677797545656835e-16,4.742874840267547e-16,True
2070,4,771,770,722,0;2;1;3;4;6;5;7,4,4,0.0953212121085012,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0967099250238626,5.23968003015358,5.218267412700811,0.02141261745276868,-0.0725020249887435,0.066817573925338,-0.0725020249887435,0.066817573925338,-3.334383225783374,0.12697373385683483,6.845246069133282,True,1.2794688166302258e-16,1.2794688166302258e-16,8.989550626504553e-16,True
2070,5,771,770,4497,0;7;2;4;3;5;6;1,4,4,0.15155650072698665,0.0,2.220446049250313e-16,2.7755575615628914e-17,4.336808689942018e-19,0.0,0.0,0,5.218267412700811,5.280608005963066,5.159077009581351,0.12153099638171483,-0.0021645540412521657,-0.06234467216121902,-0.0021645540412521657,-0.06234467216121902,-3.3452059959896356,0.06462906169561566,6.910458207130432,True,4.869600850199926e-17,4.869600850199926e-17,5.551115123125783e-17,True
2070,6,771,770,8075,1;5;2;3;4;7;6;0,4,4,0.22842237352718586,0.0,0.0,0.0,1.734723475976807e-18,0.0,0.0,0,5.159077009581351,5.311417577596065,5.036898589552928,0.2745189880431367,0.01677329687078159,-0.10856921962325418,0.01677329687078159,-0.10856921962325418,-3.261339511635728,-0.04394015792763846,6.77840132266283,True,1.958010289948917e-16,1.958010289948917e-16,1.942890293094024e-16,True
2070,7,771,770,4527,0;7;2;5;4;3;6;1,4,4,0.08340277878166824,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0,5.036898589552928,4.873020560861194,4.670741342393909,0.20227921846728503,0.02521676870285556,-0.3496779243688511,0.02521676870285556,-0.3496779243688511,-3.1352556681214496,-0.39361808229648937,4.8692310228943825,True,6.938893903907228e-18,6.938893903907228e-18,0.0,True
2070,8,771,770,603,0;1;7;2;3;5;6;4,4,4,0.10995076166171006,0.0,0.0,0.0,0.0,0.0,0.0,0,4.670741342393909,4.527318868720995,4.372781066677178,0.15453780204381662,0.010373536110821646,-0.29342349732796114,0.010373536110821646,-0.29342349732796114,-3.083387987567342,-0.6870415796244504,6.759826093912125,True,1.666147490140628e-16,1.666147490140628e-16,1.1102230246251565e-16,True
2070,9,771,770,13712,2;6;0;3;4;5;1;7,4,4,0.3056562492247179,0.0,0.0,0.0,0.0,0.0,0.0,0,4.372781066677178,5.272621874001642,4.794550153344838,0.4780717206568035,-0.002731055735668231,0.42499835062604086,-0.002731055735668231,0.42499835062604086,-3.097043266245683,-0.2620432289984095,4.689124412834644,True,8.673617379884035e-18,8.673617379884035e-18,0.0,True
2070,10,771,770,4477,0;7;2;3;5;1;6;4,4,4,0.09310816959818513,0.0,5.551115123125783e-17,6.938893903907228e-18,0.0,0.0,0.0,0,4.794550153344838,4.104030840955465,4.017892329344811,0.08613851161065433,0.03227630814701624,-0.7611484415006832,0.03227630814701624,-0.7611484415006832,-2.935661725510602,-1.0231916704990927,6.742413155734539,True,2.2247786310271853e-16,2.2247786310271853e-16,2.220446049250313e-16,True
2070,11,771,770,36127,7;1;2;0;4;3;6;5,4,4,0.10815034831535122,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0,4.017892329344811,3.9416011486670786,3.6602162473344944,0.2813849013325842,0.010809799046810278,-0.353583334083209,0.010809799046810278,-0.353583334083209,-2.881612730276551,-1.376775004582302,4.649429582059383,True,3.469446951953614e-18,3.469446951953614e-18,0.0,True
