learner_seed,mechanism,batch,max_reward_poison,true_reward_mean,logged_reward_mean,gradient_gain_coordinate,gradient_bias_coordinate,gradient_norm_after_cap,effective_gain,effective_bias
2100,clean,0,0.0,-3.2734433576978805,-3.2734433576978805,-0.47605230440978213,-0.22822684886408395,0.24729036860295223,-0.47605230440978213,-0.22822684886408395
2100,clean,1,0.0,-1.0600293142832848,-1.0600293142832848,0.15270956046544001,-0.22172452754208982,0.22381817287268,-0.32334274394434215,-0.4499513764061738
2100,clean,2,0.0,-0.37425467181250616,-0.37425467181250616,-1.6777938118803295,-0.5044864169412451,0.6058929178374449,-2.001136555824672,-0.9544377933474189
2100,clean,3,0.0,-0.19784179216143502,-0.19784179216143502,-2.2210204261848485,-0.8959256278613681,1.0,-4.22215698200952,-1.850363421208787
2100,clean,4,0.0,-0.3460523010832319,-0.3460523010832319,1.527451740081133,0.6470278979110912,0.7155204074003205,-2.694705241928388,-1.2033355232976959
2100,clean,5,0.0,-0.454035347080857,-0.454035347080857,-0.1924620068422403,-0.9992588928985773,1.0,-2.887167248770628,-2.2025944161962734
2100,clean,6,0.0,-0.2905520917867731,-0.2905520917867731,0.05987989255482058,0.24574892335552984,0.24604056046045977,-2.827287356215807,-1.9568454928407435
2100,clean,7,0.0,-0.301227319037884,-0.301227319037884,-0.15462423626449098,0.08666389766854322,0.09201617975507795,-2.9819115924802984,-1.8701815951722003
2100,clean,8,0.0,-0.3309632411045452,-0.3309632411045452,0.3817424577951937,-0.34487710671052463,0.35322699627344906,-2.6001691346851046,-2.215058701882725
2100,clean,9,0.0,-0.2572121608447764,-0.2572121608447764,-0.1722557131029683,0.2593239597845466,0.2616023649476465,-2.772424847788073,-1.955734742098178
2100,clean,10,0.0,-0.3109764676819393,-0.3109764676819393,0.7623538065330063,-0.7350592611850362,0.750705968077586,-2.0100710412550664,-2.690794003283214
2100,clean,11,0.0,-0.27962008388936765,-0.27962008388936765,0.17021418668396354,0.007906896787543624,0.03494901702120098,-1.839856854571103,-2.6828871064956705
2100,fixed_target_tanh,0,1.9999999998139164,-3.2734433576978805,-1.787939064946275,0.47510045673556117,-0.37141607942700444,0.383378040342089,0.47510045673556117,-0.37141607942700444
2100,fixed_target_tanh,1,1.994637148131518,-1.0654505222392083,-2.3745249947355136,0.05041567458167275,-0.2574190578064477,0.25761646090981893,0.5255161313172338,-0.6288351372334522
2100,fixed_target_tanh,2,1.9950829982909426,-0.3923590915187052,-0.6077464629504564,-2.799245925747396,-0.828594526826882,1.0,-2.273729794430162,-1.4574296640603341
2100,fixed_target_tanh,3,1.9060410680578026,-0.210509900755197,0.020583294750977754,-1.439040289818246,-0.523104397482393,0.5970525009529938,-3.7127700842484077,-1.9805340615427272
2100,fixed_target_tanh,4,1.5701338139653278,-0.3736403928613796,-0.06410377973237663,-1.156976508605602,-0.47511622085548944,0.5284687398310429,-4.86974659285401,-2.4556502823982167
2100,fixed_target_tanh,5,1.9993429773289113,-0.390965501613914,-0.1279297193583804,-1.0352672737074997,-0.978329630993363,1.0,-5.90501386656151,-3.4339799133915796
2100,fixed_target_tanh,6,1.4168017210203951,-0.42634688199638315,0.050396536809135514,-0.9919768514919903,-0.97323435009171,0.9932501312128137,-6.8969907180535,-4.40721426348329
2100,fixed_target_tanh,7,0.35614487656569693,-0.4889304783051068,-0.5300282864285351,-0.05574800051257233,0.0691820143008813,0.0700747078850375,-6.9527387185660725,-4.338032249182409
2100,fixed_target_tanh,8,1.9495612398177293,-0.6800509736722026,-0.6839479730886489,0.3616291530639178,-0.8897515314529002,0.8926862906400044,-6.591109565502154,-5.0
2100,fixed_target_tanh,9,1.5695562767155715,-0.743390510073181,-1.23889230277877,0.005936495999024627,-0.07481444775746765,0.07482386833520914,-6.58517306950313,-5.0
2100,fixed_target_tanh,10,1.8468619189271192,-0.9164779927580807,-1.5063994264257277,0.8385978693422811,-0.8193384981117946,0.8363285418701838,-5.746575200160848,-5.0
2100,fixed_target_tanh,11,1.4985563221874856,-0.9725185605788315,-1.3880030660160563,0.20353819298294015,-0.11975909909723967,0.12648855148468138,-5.543037007177907,-5.0
2101,clean,0,0.0,-3.014763704982024,-3.014763704982024,-0.038469157153834026,-0.13305323252034545,0.13327549559539506,-0.038469157153834026,-0.13305323252034545
2101,clean,1,0.0,-1.3552339732917433,-1.3552339732917433,2.1266164153060494,0.9050414934609539,1.0,2.0881472581522154,0.7719882609406084
2101,clean,2,0.0,-0.462622253589247,-0.462622253589247,1.7053424577510923,0.39992719211536965,0.525613427265348,3.7934897159033074,1.1719154530559779
2101,clean,3,0.0,-0.19071270777056745,-0.19071270777056745,-0.06597039843045378,-0.23162590481147677,0.23200138688916971,3.727519317472854,0.9402895482445011
2101,clean,4,0.0,-0.16971577454321646,-0.16971577454321646,-0.007107353507522851,-0.14660383743112002,0.14661072855860688,3.720411963965331,0.793685710813381
