mechanism,batch,true_reward_mean,logged_reward_mean,max_reward_poison,gradient_w0,gradient_w1,gradient_norm,learner_w0,learner_w1,effective_gain,effective_bias
clean_reinforce_snapshot,0,-2.921642144250518,-2.921642144250518,0.0,-0.1438580123393811,0.13427919061103896,0.19678930038341327,-0.1438580123393811,0.13427919061103896,-0.7192900616969056,0.13427919061103896
clean_reinforce_snapshot,1,-1.2525945152703941,-1.2525945152703941,0.0,0.45402882971620623,0.8909869930512635,1.0,0.3101708173768251,1.0252661836623025,1.5508540868841254,1.0252661836623025
clean_reinforce_snapshot,2,-0.38636654047904584,-0.38636654047904584,0.0,0.45746178988898367,0.7355433267012123,0.866195863914807,0.7676326072658088,1.7608095103635146,3.838163036329044,1.7608095103635146
clean_reinforce_snapshot,3,-0.20531229858551459,-0.20531229858551459,0.0,0.12929839067093224,0.3093097825464577,0.335247096048616,0.896930997936741,2.0701192929099723,4.484654989683705,2.0701192929099723
clean_reinforce_snapshot,4,-0.23215669721294618,-0.23215669721294618,0.0,-0.12095582485118782,-0.4872497873376179,0.5020385112976744,0.7759751730855532,1.5828695055723543,3.8798758654277656,1.5828695055723543
clean_reinforce_snapshot,5,-0.21759354906067407,-0.21759354906067407,0.0,0.025650817894546128,-0.721311788519677,0.7217677332190144,0.8016259909800993,0.8615577170526773,4.008129954900497,0.8615577170526773
clean_reinforce_snapshot,6,-0.24588092573628562,-0.24588092573628562,0.0,0.03462002599289287,0.4771898374375211,0.4784440271895934,0.8362460169729922,1.3387475544901983,4.181230084864961,1.3387475544901983
clean_reinforce_snapshot,7,-0.2936679590232845,-0.2936679590232845,0.0,-0.04843165532855741,-0.3326111105954828,0.3361186935138013,0.7878143616444347,1.0061364438947156,3.9390718082221734,1.0061364438947156
clean_reinforce_snapshot,8,-0.2208470925722935,-0.2208470925722935,0.0,-0.020024812935592034,-0.9997994833299798,1.0,0.7677895487088428,0.006336960564735761,3.8389477435442134,0.006336960564735761
clean_reinforce_snapshot,9,-0.2318748991044596,-0.2318748991044596,0.0,-0.02980908499732636,-0.1208090040786278,0.12443229892133205,0.7379804637115164,-0.11447204351389204,3.6899023185575817,-0.11447204351389204
